office,alpha,patience,rule,explore,history,period,hours_run,new_hours,new_plan,failures_per_day,paid_hours_per_day,fitted_family,fitted_mean,fitted_cv,oracle_hours
R32,0.2,exp30,A,False,3,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",138.07,214.0,exp,29.6,1.0,214
R32,0.2,exp30,A,False,3,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",125.1,214.0,exp,29.7,1.0,214
R32,0.2,exp30,A,False,3,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.47,214.0,exp,29.8,1.0,214
R32,0.2,exp30,A,False,3,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",128.43,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,3,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.4,214.0,exp,30.1,1.0,214
R32,0.2,exp30,A,False,4,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.23,269.0,exp,28.5,1.0,214
R32,0.2,exp30,A,False,4,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",140.03,214.0,exp,30.1,1.0,214
R32,0.2,exp30,A,False,4,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.47,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,4,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",131.53,214.0,exp,30.1,1.0,214
R32,0.2,exp30,A,False,4,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.63,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,4,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.27,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,4,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",128.2,214.0,exp,30.1,1.0,214
R32,0.2,exp30,A,False,4,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",120.5,214.0,exp,29.9,1.0,214
R32,0.2,exp30,A,False,5,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",24.73,269.0,exp,31.4,1.0,214
R32,0.2,exp30,A,False,5,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",124.6,214.0,exp,30.8,1.0,214
R32,0.2,exp30,A,False,5,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",128.27,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,5,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",132.77,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,5,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.63,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,5,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.43,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,5,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",150.3,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,5,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.2,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,6,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.4,269.0,exp,30.1,1.0,214
R32,0.2,exp30,A,False,6,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",132.7,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,6,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",138.87,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,6,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.57,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,6,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.4,214.0,exp,29.9,1.0,214
R32,0.2,exp30,A,False,6,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",158.17,214.0,exp,29.9,1.0,214
R32,0.2,exp30,A,False,6,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.53,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,6,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",129.3,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,7,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.27,269.0,exp,29.4,1.0,214
R32,0.2,exp30,A,False,7,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.43,214.0,exp,29.4,1.0,214
R32,0.2,exp30,A,False,7,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",132.27,214.0,exp,29.9,1.0,214
R32,0.2,exp30,A,False,7,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",131.1,214.0,exp,29.8,1.0,214
R32,0.2,exp30,A,False,7,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",134.73,214.0,exp,29.7,1.0,214
R32,0.2,exp30,A,False,7,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.53,214.0,exp,29.8,1.0,214
R32,0.2,exp30,A,False,7,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.2,214.0,exp,29.9,1.0,214
R32,0.2,exp30,A,False,7,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",147.97,214.0,exp,29.8,1.0,214
R32,0.2,exp30,A,False,8,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",23.83,269.0,exp,28.5,1.0,214
R32,0.2,exp30,A,False,8,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.6,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,8,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.87,214.0,exp,30.3,1.0,214
R32,0.2,exp30,A,False,8,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.9,214.0,exp,30.7,1.0,214
R32,0.2,exp30,A,False,8,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.37,214.0,exp,30.8,1.0,214
R32,0.2,exp30,A,False,8,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.93,214.0,exp,30.6,1.0,214
R32,0.2,exp30,A,False,8,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.97,214.0,exp,30.6,1.0,214
R32,0.2,exp30,A,False,8,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.67,214.0,exp,30.5,1.0,214
R32,0.2,exp30,A,False,9,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",27.1,269.0,exp,30.3,1.0,214
R32,0.2,exp30,A,False,9,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",140.43,214.0,exp,29.7,1.0,214
R32,0.2,exp30,A,False,9,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.37,214.0,exp,30.4,1.0,214
R32,0.2,exp30,A,False,9,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",127.07,214.0,exp,30.0,1.0,214
R32,0.2,exp30,A,False,9,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.93,214.0,exp,30.2,1.0,214
R32,0.2,exp30,A,False,9,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",151.67,214.0,exp,30.2,1.0,214
R32,0.2,exp30,A,False,9,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",139.23,214.0,exp,30.3,1.0,214
R32,0.2,exp30,A,False,9,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",150.4,214.0,exp,30.3,1.0,214
R32,0.2,exp30,B,False,0,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",23.83,269.0,exp,29.5,1.0,214
R32,0.2,exp30,B,False,0,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",134.8,214.0,exp,29.4,1.0,214
R32,0.2,exp30,B,False,0,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",139.53,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,0,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",133.33,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,0,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",138.93,214.0,exp,30.3,1.0,214
R32,0.2,exp30,B,False,0,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.97,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,0,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.3,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,0,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",139.5,214.0,exp,30.3,1.0,214
R32,0.2,exp30,B,False,1,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",25.33,269.0,exp,31.0,1.0,214
R32,0.2,exp30,B,False,1,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",138.2,214.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,1,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",143.63,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,1,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",126.3,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,1,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.7,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,1,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",136.5,214.0,exp,29.9,1.0,214
R32,0.2,exp30,B,False,1,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",134.1,214.0,exp,29.9,1.0,214
R32,0.2,exp30,B,False,1,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",126.9,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,2,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.63,269.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,2,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",134.63,214.0,exp,29.3,1.0,214
R32,0.2,exp30,B,False,2,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",147.27,214.0,exp,29.6,1.0,214
R32,0.2,exp30,B,False,2,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.8,214.0,exp,29.7,1.0,214
R32,0.2,exp30,B,False,2,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",140.23,214.0,exp,29.7,1.0,214
R32,0.2,exp30,B,False,2,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",134.23,214.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,2,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",132.3,214.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,2,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",143.63,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,3,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.03,269.0,exp,28.6,1.0,214
R32,0.2,exp30,B,False,3,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.63,214.0,exp,29.4,1.0,214
R32,0.2,exp30,B,False,3,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",126.37,214.0,exp,29.3,1.0,214
R32,0.2,exp30,B,False,3,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",138.07,214.0,exp,29.6,1.0,214
R32,0.2,exp30,B,False,3,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",125.1,214.0,exp,29.7,1.0,214
R32,0.2,exp30,B,False,3,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.47,214.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,3,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",128.43,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,3,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.4,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,4,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.23,269.0,exp,28.5,1.0,214
R32,0.2,exp30,B,False,4,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",140.03,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,4,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.47,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,4,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",131.53,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,4,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.63,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,4,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.27,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,4,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",128.2,214.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,4,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",120.5,214.0,exp,29.9,1.0,214
R32,0.2,exp30,B,False,5,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",24.73,269.0,exp,31.4,1.0,214
R32,0.2,exp30,B,False,5,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",124.6,214.0,exp,30.8,1.0,214
R32,0.2,exp30,B,False,5,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",128.27,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,5,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",132.77,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,5,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.63,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,5,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.43,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,5,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",150.3,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,5,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.2,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,6,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.4,269.0,exp,30.1,1.0,214
R32,0.2,exp30,B,False,6,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",132.7,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,6,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",138.87,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,6,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.57,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,6,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.4,214.0,exp,29.9,1.0,214
R32,0.2,exp30,B,False,6,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",158.17,214.0,exp,29.9,1.0,214
R32,0.2,exp30,B,False,6,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.53,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,6,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",129.3,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,7,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.27,269.0,exp,29.4,1.0,214
R32,0.2,exp30,B,False,7,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.43,214.0,exp,29.4,1.0,214
R32,0.2,exp30,B,False,7,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",132.27,214.0,exp,29.9,1.0,214
R32,0.2,exp30,B,False,7,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",131.1,214.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,7,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",134.73,214.0,exp,29.7,1.0,214
R32,0.2,exp30,B,False,7,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.53,214.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,7,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.2,214.0,exp,29.9,1.0,214
R32,0.2,exp30,B,False,7,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",147.97,214.0,exp,29.8,1.0,214
R32,0.2,exp30,B,False,8,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",23.83,269.0,exp,28.5,1.0,214
R32,0.2,exp30,B,False,8,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.6,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,8,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.87,214.0,exp,30.3,1.0,214
R32,0.2,exp30,B,False,8,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.9,214.0,exp,30.7,1.0,214
R32,0.2,exp30,B,False,8,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.37,214.0,exp,30.8,1.0,214
R32,0.2,exp30,B,False,8,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.93,214.0,exp,30.6,1.0,214
R32,0.2,exp30,B,False,8,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.97,214.0,exp,30.6,1.0,214
R32,0.2,exp30,B,False,8,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.67,214.0,exp,30.5,1.0,214
R32,0.2,exp30,B,False,9,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",27.1,269.0,exp,30.3,1.0,214
R32,0.2,exp30,B,False,9,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",140.43,214.0,exp,29.7,1.0,214
R32,0.2,exp30,B,False,9,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.37,214.0,exp,30.4,1.0,214
R32,0.2,exp30,B,False,9,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",127.07,214.0,exp,30.0,1.0,214
R32,0.2,exp30,B,False,9,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.93,214.0,exp,30.2,1.0,214
R32,0.2,exp30,B,False,9,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",151.67,214.0,exp,30.2,1.0,214
R32,0.2,exp30,B,False,9,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",139.23,214.0,exp,30.3,1.0,214
R32,0.2,exp30,B,False,9,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",150.4,214.0,exp,30.3,1.0,214
R32,0.2,exp30,A,True,0,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",28.37,266.2,exp,28.6,1.0,214
R32,0.2,exp30,A,True,0,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",143.0,212.0,exp,29.3,1.0,214
R32,0.2,exp30,A,True,0,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",153.4,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,0,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",140.83,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,0,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",150.33,212.0,exp,30.2,1.0,214
R32,0.2,exp30,A,True,0,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",150.8,212.0,exp,30.1,1.0,214
R32,0.2,exp30,A,True,0,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",151.4,212.0,exp,30.1,1.0,214
R32,0.2,exp30,A,True,0,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.03,212.0,exp,30.3,1.0,214
R32,0.2,exp30,A,True,1,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",29.47,266.2,exp,31.3,1.0,214
R32,0.2,exp30,A,True,1,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.07,212.0,exp,29.8,1.0,214
R32,0.2,exp30,A,True,1,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",151.97,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,1,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",134.8,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,1,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.67,212.0,exp,30.1,1.0,214
R32,0.2,exp30,A,True,1,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",147.67,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,1,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.33,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,1,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",136.0,212.0,exp,30.1,1.0,214
R32,0.2,exp30,A,True,2,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",31.2,266.2,exp,30.1,1.0,214
R32,0.2,exp30,A,True,2,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.23,212.0,exp,29.5,1.0,214
R32,0.2,exp30,A,True,2,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",157.23,212.0,exp,29.7,1.0,214
R32,0.2,exp30,A,True,2,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",151.93,212.0,exp,29.8,1.0,214
R32,0.2,exp30,A,True,2,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.7,212.0,exp,29.7,1.0,214
R32,0.2,exp30,A,True,2,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.43,212.0,exp,29.8,1.0,214
R32,0.2,exp30,A,True,2,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",140.4,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,2,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",153.47,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,3,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",30.17,266.2,exp,28.6,1.0,214
R32,0.2,exp30,A,True,3,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",144.37,212.0,exp,29.3,1.0,214
R32,0.2,exp30,A,True,3,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",133.93,212.0,exp,29.2,1.0,214
R32,0.2,exp30,A,True,3,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",148.83,212.0,exp,29.6,1.0,214
R32,0.2,exp30,A,True,3,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",135.1,212.0,exp,29.7,1.0,214
R32,0.2,exp30,A,True,3,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.07,212.0,exp,29.7,1.0,214
R32,0.2,exp30,A,True,3,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.1,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,3,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",153.0,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,4,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",32.5,266.2,exp,28.5,1.0,214
R32,0.2,exp30,A,True,4,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",147.9,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,4,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",147.4,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,4,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",137.23,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,4,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",150.8,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,4,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",149.7,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,4,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",136.77,212.0,exp,30.1,1.0,214
R32,0.2,exp30,A,True,4,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",129.63,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,5,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",27.87,266.2,exp,31.2,1.0,214
R32,0.2,exp30,A,True,5,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",131.7,212.0,exp,30.7,1.0,214
R32,0.2,exp30,A,True,5,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.43,212.0,exp,30.1,1.0,214
R32,0.2,exp30,A,True,5,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",141.3,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,5,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",162.37,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,5,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",154.43,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,5,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",160.67,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,5,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",155.57,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,6,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",30.47,266.2,exp,29.6,1.0,214
R32,0.2,exp30,A,True,6,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",139.1,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,6,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",146.6,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,6,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",155.4,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,6,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",155.27,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,6,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",168.63,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,6,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",147.07,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,6,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",136.6,212.0,exp,30.0,1.0,214
R32,0.2,exp30,A,True,7,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",30.13,266.2,exp,29.6,1.0,214
R32,0.2,exp30,A,True,7,2,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",159.97,212.0,exp,29.5,1.0,214
R32,0.2,exp30,A,True,7,3,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.43,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,7,4,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",139.63,212.0,exp,29.8,1.0,214
R32,0.2,exp30,A,True,7,5,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",142.17,212.0,exp,29.8,1.0,214
R32,0.2,exp30,A,True,7,6,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",160.6,212.0,exp,29.8,1.0,214
R32,0.2,exp30,A,True,7,7,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",145.27,212.0,exp,29.9,1.0,214
R32,0.2,exp30,A,True,7,8,214,214,"[30, 42, 22, 15, 15, 30, 38, 22]",156.03,212.0,exp,29.8,1.0,214
R32,0.2,exp30,A,True,8,1,269,214,"[30, 42, 22, 15, 15, 30, 38, 22]",26.7,266.2,exp,29.0,1.0,214
